Provincia;Partido;Localidad;Link Indec;Otros;0,256 Mbps;0,375 Mbps;0,5 Mbps;0,512 Mbps;0,625 Mbps;0,75 Mbps;1 Mbps;1,25 Mbps;1,5 Mbps;2 Mbps;2,2 Mbps;2,5 Mbps;3 Mbps;3,3 Mbps;3,5 Mbps;4 Mbps;4,5 Mbps;5 Mbps;6 Mbps;6,4 Mbps;7 Mbps;7,5 Mbps;8 Mbps;9 Mbps;10 Mbps;10,2 Mbps;11 Mbps;12 Mbps;12,3 Mbps;13 Mbps;14 Mbps;15 Mbps;16 Mbps;17 Mbps;18 Mbps;20 Mbps;20,5 Mbps;21 Mbps;22 Mbps;23 Mbps;24 Mbps;25 Mbps;25,1 Mbps;25,5 Mbps;26 Mbps;27 Mbps;30 Mbps;31 Mbps;32 Mbps;34 Mbps;35 Mbps;36 Mbps;38 Mbps;39 Mbps;40 Mbps;41 Mbps;45 Mbps;46 Mbps;48 Mbps;49 Mbps;50 Mbps;50,1 Mbps;50,25 Mbps;51 Mbps;55 Mbps;58 Mbps;59 Mbps;60 Mbps;61 Mbps;62 Mbps;64 Mbps;65 Mbps;66 Mbps;70 Mbps;75 Mbps;78 Mbps;80 Mbps;83 Mbps;85 Mbps;90 Mbps;92 Mbps;95 Mbps;100 Mbps;100,25 Mbps;110 Mbps;120 Mbps;122 Mbps;125 Mbps;126 Mbps;130 Mbps;140 Mbps;150 Mbps;157 Mbps;158 Mbps;160 Mbps;164 Mbps;165 Mbps;180 Mbps;200 Mbps;212 Mbps;220 Mbps;225 Mbps;234 Mbps;240 Mbps;250 Mbps;256 Mbps;275 Mbps;300 Mbps;320 Mbps;325 Mbps;330 Mbps;340 Mbps;400 Mbps;450 Mbps;480 Mbps;500 Mbps;512 Mbps;520 Mbps;540 Mbps;600 Mbps;680 Mbps;700 Mbps;800 Mbps;850 Mbps;900 Mbps;950 Mbps;1000 Mbps;1024 Mbps;Total general
SALTA;Capital;La Ciénaga y Barrio San Rafae;66028030;;;;;;;;15 ;;;;;;1 ;;;;;2 ;17 ;;;;;;9 ;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46 
SALTA;Capital;Las Costas;66028040;;;;;;;;20 ;;;;;;;;;;;;22 ;;;;;;7 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 
SALTA;Capital;OTROS;Sin Datos;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 
SALTA;Capital;Salta;66028050;35 ;;;1 ;2 ;;1 ;448 ;;;14 ;;;1.198 ;;8 ;13 ;;35 ;3.578 ;;;;6.853 ;;42.176 ;;;;;;;659 ;;;;2.234 ;;;;;;;;;;1 ;97 ;;;;;;;;;;;;;;27.698 ;;;;;;;;;;;;;;;;;;;;;;26.353 ;;;;;;;;;;;;;;;;;;;;;;;;;22.823 ;;;;;;;;2.077 ;;;;;;;;;;;23 ;;136.327 
SALTA;Capital;Villa San Lorenzo;66028060;1 ;;;;1 ;;;43 ;;;;;;64 ;;;;;15 ;129 ;;;;;;166 ;;;;;;;18 ;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;100 ;;;;;;;;;;;;;;;;;;;;;;917 ;;;;;;;;;;;;;;;;;;;;;;;;;926 ;;;;;;;;105 ;;;;;;;;;;;3 ;;2.490 
SALTA;Cerrillos;Barrio El Congreso;66035030;;;;;;;;;;;;;;;;;;;;;;;;;;15 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15 
SALTA;Cerrillos;Barrio Las Tunas;66035030;;;;;;;;;;;;;;;;;;;;;;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 
SALTA;Cerrillos;Barrio Los Pinares;66035030;;;;;;;;146 ;;;;;;;;;;;;18 ;;;;;;40 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205 
SALTA;Cerrillos;Cerrillos;66035010;81 ;;;;2 ;;;25 ;;;;;;16 ;;;;;3 ;115 ;;;;;;901 ;;;;;;;54 ;;;;87 ;;;;;;;;;;;3 ;;;;;;;;;;;;;;139 ;;;;;;;;;;;;;;;;;;;;;;1.497 ;;;;;;;;;;;;;;;;;;;;;;;;;911 ;;;;;;;;37 ;;;;;;;;;;;;;3.871 
SALTA;Cerrillos;La Merced;66035020;70 ;;;;1 ;;;16 ;;;;;;83 ;;;;;;18 ;;;;;;867 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.056 
SALTA;Cerrillos;San Agustí;66035030;40 ;;;;1 ;;;18 ;;;;;;10 ;;;;;;25 ;;;;;;7 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103 
SALTA;Chicoana;Barrio Finca La Maroma;66042003;;;;;;;;;;;;;;;;;;;;;;;;;;10 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10 
SALTA;Chicoana;Barrio La Rotonda;66042005;10 ;;;;;;;;;;;;;2 ;;;;;;;;;;;;160 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;172 
SALTA;Chicoana;Barrio Santa Teresita;66042007;;;;;;;;;;;;;;;;;;;;;;;;;;60 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60 
SALTA;Chicoana;Chicoana;66042010;15 ;;;1 ;1 ;;;6 ;;;;;;6 ;;;;;2 ;93 ;;;;;;249 ;;;;;;;;;;;4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;377 
SALTA;Chicoana;El Carril;66042020;122 ;;;;1 ;;;;;;;;;433 ;;;;;182 ;118 ;;;;;;880 ;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.737 
SALTA;General Güeme;Campo Santo;66049010;;;;;1 ;;;5 ;;;;;;20 ;;;;;;19 ;;;;;;114 ;;;;;;;9 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;168 
SALTA;General Güeme;Cobos;66049020;;;;;;;;;;;;;;3 ;;;;;;;;;;;;62 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65 
SALTA;General Güeme;El Bordo;66049030;;;;;;;;;;;;;;5 ;;;;;;;;;;;;61 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66 
SALTA;General Güeme;General Güeme;66049040;1 ;;;2 ;2 ;;;21 ;;;;;;385 ;;;;;;668 ;;;;;;1.220 ;;;;;;;139 ;;;;23 ;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.462 
SALTA;Grl. José de San Mart�;Aguaray;66056010;2 ;;;1 ;1 ;;;4 ;;;435 ;;;32 ;;;;;;139 ;;;;;;574 ;;;;;;;57 ;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.246 
SALTA;Grl. José de San Mart�;Campamento Vespucio;66056020;;;;;1 ;;;;;;;;;1 ;;;;;;16 ;;;;;;147 ;;;;;;;22 ;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;188 
SALTA;Grl. José de San Mart�;Campichuelo;66056030;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 
SALTA;Grl. José de San Mart�;Campo Durá;66056040;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 
SALTA;Grl. José de San Mart�;Coronel Cornejo;66056070;;;;;1 ;;;1 ;;;;;;1 ;;;;;;1 ;;;;;;9 ;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15 
SALTA;Grl. José de San Mart�;Dragones;66056080;2 ;;;;1 ;;;;;;;;;4 ;;;3 ;;1 ;4 ;;;;;;50 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65 
SALTA;Grl. José de San Mart�;Embarcació;66056090;536 ;;;2 ;1 ;;;3 ;;;;;;1.308 ;;;;;;132 ;;;;;;598 ;;;;;;;86 ;;;;106 ;;;;;;;;;;;3 ;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.776 
SALTA;Grl. José de San Mart�;General Balliviá;66056100;;;;;1 ;;;;;;;;;;;;;;;;;;;;;50 ;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52 
SALTA;Grl. José de San Mart�;General Mosconi;66056110;1 ;;;;1 ;;;7 ;;;;;;64 ;;;;;2 ;219 ;;;;;;910 ;;;;;;;102 ;;;;7 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.313 
SALTA;Grl. José de San Mart�;Hickman;66056120;69 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69 
SALTA;Grl. José de San Mart�;Misión El Cruce - El Milagro - El Jardín de San Mart;66056140;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 
SALTA;Grl. José de San Mart�;Misión Kilómetro;66056150;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 
SALTA;Grl. José de San Mart�;Pacar�;66056170;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 
SALTA;Grl. José de San Mart�;Padre Lozano;66056180;0 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0 
SALTA;Grl. José de San Mart�;Piquirenda;66056190;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 
SALTA;Grl. José de San Mart�;Profesor Salvador Mazza;66056200;0 ;;;;1 ;;;6 ;;;;;;31 ;;;;;;180 ;;;;;;761 ;;;;;;;65 ;;;;14 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.058 
SALTA;Grl. José de San Mart�;Tartagal;66056220;3.020 ;;;1 ;1 ;;;124 ;;;;;;354 ;;;4.429 ;;14 ;600 ;;;;;;894 ;;;;;;;87 ;;;;128 ;;;;;;;;;;;2 ;;;;;;;;;;;;;;36 ;;;;;;;;;;;;;;;;;;;;;;1.014 ;;;;;;;;;;;;;;;;;;;;;;;;;628 ;;;;;;;;65 ;;;;;;;;;;;2 ;;11.399 
SALTA;Grl. José de San Mart�;Tobantirenda;66056230;;;;;;;;;;;;;;;;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 
SALTA;Grl. José de San Mart�;Yacuy;66056250;;;;;;;;;;;;;;;;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 
SALTA;Guachipas;Guachipas;66063010;35 ;;;1 ;1 ;;;;;;;;;78 ;;;;;32 ;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148 
SALTA;Iruya;Iruya;66070010;80 ;;;;;;;;;;;;;;;;;;;49 ;;;;;;68 ;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200 
SALTA;Iruya;Isla de Caña;66070020;;;;;;;;;;;;;;;;;;;;55 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55 
SALTA;Iruya;Pueblo Viejo;66070030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 
SALTA;La Caldera;La Caldera;66077010;296 ;;;1 ;;;;5 ;;;;;;10 ;;;;;29 ;1 ;;;;;;50 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;394 
SALTA;La Caldera;Vaqueros;66077020;299 ;;;;;;;37 ;;;13 ;;;239 ;;;;;80 ;106 ;;;;;;201 ;;;;;;;17 ;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;993 
SALTA;La Candelaria;El Jardí;66084010;;;;;1 ;;;;;;;;;;;;;;;;;;;;;37 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38 
SALTA;La Candelaria;El Tala;66084020;;;;4 ;1 ;;;;;;;;;;;;;;;;;;;;;172 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;177 
SALTA;La Candelaria;La Candelaria;66084030;;;;;;;;;;;;;;;;;;;;;;;;;;36 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36 
SALTA;La Poma;La Poma;66091020;;;;;;;;;;;;;;31 ;;;;;10 ;;;;;;;5 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46 
SALTA;La Viñ;Ampascachi;66098010;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 
SALTA;La Viñ;Cabra Corral;66098020;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 
SALTA;La Viñ;Coronel Moldes;66098030;115 ;;;;1 ;;;;;;;;;22 ;;;;;;29 ;;;;;;4 ;;;;;;;;;;1 ;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173 
SALTA;La Viñ;La Viñ;66098040;;;;;1 ;;;;;;;;;41 ;;;;;57 ;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100 
SALTA;La Viñ;Talapampa;66098050;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 
SALTA;Los Andes;Olacapato;66105010;7 ;;;;;;;;;;;;;4 ;;;24 ;;1 ;9 ;;;;;;31 ;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77 
SALTA;Los Andes;San Antonio de los Cobres;66105020;28 ;;;5 ;1 ;;;;;;;;;45 ;;;;;231 ;;;;;;;1 ;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312 
SALTA;Los Andes;Santa Rosa de los Pastos Grandes;66105030;6 ;;;;;;;;;;11 ;;;;;;;;;;;;;;;34 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51 
SALTA;Los Andes;Tolar Grande;66105040;7 ;;;;;;;;;;;;;2 ;;;;;;;;;;;;27 ;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37 
SALTA;Metá;El Galpó;66112010;;;;;1 ;;;;;;;;;1 ;;;;;;105 ;;;;;;193 ;;;;;;;4 ;;;;;;;;;11 ;;;;;;;;;;;;;;74 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;389 
SALTA;Metá;El Tunal;66112020;;;;;1 ;;;;;;;;;;;;;;;;;;;;;80 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81 
SALTA;Metá;Lumbreras;66112030;;;;;;;;;;;;;;;;;;;;;;;;;;41 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41 
SALTA;Metá;Metán Viej;66112050;;;;;1 ;;;;;;;;;;;;;;;;;;;;;40 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42 
SALTA;Metá;Río Piedra;66112070;;;;;1 ;;;1 ;;;;;;;;;;;;4 ;;;;;;40 ;;;;;;;2 ;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 
SALTA;Metá;San José de Met�;66112040;;;;2 ;;;;25 ;;;;;;147 ;;;;;;657 ;;;;;;1.370 ;;;;;;;79 ;;;;31 ;;;;;;;;;;;5 ;;;;;;;;;;;;;;93 ;;;;;;;;;;;;;;;;;;;;;;359 ;;;357 ;;;;;;;;;;;;;;;;;;98 ;;;;170 ;;;;;79 ;;;14 ;;;;;;;75 ;;;;;;3.561 
SALTA;Metá;San José de Orquer;66112080;;;;;;;;;;;;;;;;;;;;;;;;;;15 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15 
SALTA;Molinos;Molinos;66119020;;;;;;;;;;;;;;31 ;;;;;11 ;1 ;;;;;;4 ;;;;;;;;;;;4 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51 
SALTA;Molinos;Seclantá;66119030;;;;2 ;;;;;;;;;;14 ;;;;;5 ;;;;;;;2 ;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26 
SALTA;Orá;Aguas Blancas;66126010;;;;;1 ;;;43 ;;;22 ;;;;;;10 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76 
SALTA;Orá;Colonia Santa Rosa;66126020;100 ;;;2 ;1 ;;;;;;118 ;;;36 ;;;21 ;;;176 ;;;;12 ;;15 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;481 
SALTA;Orá;El Tabacal;66126030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;7 ;;;;;;;;;;;;;;;;;;;;;;;;;64 ;;;;;;;;5 ;;;;;;;;;;;1 ;;78 
SALTA;Orá;Hipólito Yrigoye;66126040;40 ;;;;1 ;;;3 ;;;;;;200 ;;;314 ;;;64 ;;;;;;596 ;;;;;;;89 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.307 
SALTA;Orá;Pichanal;66126060;103 ;;;;1 ;;;4 ;;;97 ;;;30 ;;;;;;98 ;;;;;;245 ;;;;;;;54 ;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;633 
SALTA;Orá;San Ramón de la Nueva Or�;66126070;581 ;;;2 ;;;;68 ;;;;;;431 ;;;;;;1.201 ;;;;;;1.653 ;;;;;;;105 ;;;;52 ;;;;;;;;;;;5 ;;;;;;;;;;;;;;91 ;;;;;;;;;;;;;;;;;;;;;;1.115 ;;;;;;;;;;;;;;;;;;;;;;;;;1.834 ;;;;;;;;183 ;;;;;;;;;;;10 ;;7.331 
SALTA;Orá;Urundel;66126080;;;;1 ;1 ;;;;;;;;;75 ;;;;;11 ;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89 
SALTA;OTROS;OTROS;Sin Datos;340 ;;;;;;;1 ;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;342 
